ORGID,ORGTYPE,ORGNUMBER,SCHNUMBER,FORMID,GISNAME,MDENAME,ALTNAME,GISADDR,MDEADDR,PUBPRIV,LOCTYPE,GRADERANGE,CLASS,MAGNET,LOCDISTID,LOCDISTNAME,COUNTYCODE,COUNTYNAME,CREATEDT,UPDATEDT,FED_SCHNUM,WEB_URL,YEAR,latitude,longitude
10001000000,01,0001,000,0001-01,Aitkin District Office,Aitkin Public School District,Aitkin,"306 2nd St NW, Aitkin, MN 56431","306 2nd St NW, Aitkin, MN 56431-1289",Public,Head,,,NO,10001000000,Aitkin,27001,Aitkin,2007-08-15,2022-10-24,2702760,http://home.isd1.org/,SY2022-23,46.533931,-93.711544
10001001000,01,0001,001,0001-01-001,Aitkin High,Aitkin Secondary School,NULL,"306 2nd St NW, Aitkin, MN 56431","306 2nd St NW, Aitkin, MN 56431",Public,Member,7-12,33,NO,10001000000,Aitkin,27001,Aitkin,2007-04-13,2022-02-16,270276000057,http://home.isd1.org,SY2022-23,46.533931,-93.711544
10001002000,01,0001,002,0001-01-002,Rippleside Elementary,Rippleside Elementary,NULL,"225 2nd Ave SW, Aitkin, MN 56431","225 2nd Ave SW, Aitkin, MN 56431",Public,Member,EC-6,10,NO,10001000000,Aitkin,27001,Aitkin,2007-04-13,2022-06-02,270276000059,http://home.isd1.org,SY2022-23,46.527453,-93.710523
10001004000,01,0001,004,0001-01-004,Aitkin Children's Center Census,Aitkin Children's Center Census,NULL,"225 2nd Ave SW, Aitkin, MN 56431","225 2nd Ave SW, Aitkin, MN 56431",Public,Member,EC-PK,90,NO,10001000000,Aitkin,27001,Aitkin,2018-10-01,2022-06-02,2702760,,SY2022-23,46.527453,-93.710523
10001006000,01,0001,006,0001-01-006,Aitkin ALP,Aitkin Alternative Learning Program,NULL,"12 7th Ave NW, Aitkin, MN 56431","12 7th St NW, Aitkin, MN 56431",Public,Member,8-12,42,NO,10001000000,Aitkin,27001,Aitkin,2007-10-22,2022-02-16,270276002789,http://www.isd1.org,SY2022-23,46.532052,-93.716945
10001008000,01,0001,008,0001-01-008,Aitkin ESY,Aitkin ESY,NULL,"306 2nd St NW, Aitkin, MN 56431","306 2nd St NW, Aitkin, MN 56431",Public,Member,1-12,51,NO,10001000000,Aitkin,27001,Aitkin,2010-04-15,2022-02-16,2702760,,SY2022-23,46.533931,-93.711544
10001009000,01,0001,009,0001-01-009,Aitkin Early Childhood Family Education,Aitkin Early Childhood Family Education,NULL,"225 2nd Ave SW, Aitkin, MN 56431","225 2nd Ave SW, Aitkin, MN 56431",Public,Member,,84,NO,10001000000,Aitkin,27001,Aitkin,2018-10-01,2022-06-02,2702760,http://www.isd1.org,SY2022-23,46.527453,-93.710523
10001010000,01,0001,010,0001-01-010,Aitkin School Readiness,Aitkin School Readiness,NULL,"225 2nd Ave SW, Aitkin, MN 56431","225 2nd Ave SW, Aitkin, MN 56431",Public,Member,,85,NO,10001000000,Aitkin,27001,Aitkin,2018-10-01,2022-06-02,2702760,http://www.isd1.org,SY2022-23,46.527453,-93.710523
10002000000,01,0002,000,0002-01,Hill City District Office,Hill City Public School District,Hill City,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave, Hill City, MN 55748-9628",Public,Head,,,NO,10002000000,Hill City,27001,Aitkin,2007-08-15,2022-10-24,2714010,https://isd002.org/,SY2022-23,46.992807,-93.604912
10002001000,01,0002,001,0002-01-001,Hill City Elementary,Hill City Elementary,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave, Hill City, MN 55748",Public,Member,EC-4,10,NO,10002000000,Hill City,27001,Aitkin,2007-04-13,2022-09-19,271401000723,,SY2022-23,46.992807,-93.604912
10002002000,01,0002,002,0002-01-002,Hill City Middle,Hill City Middle School,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave, Hill City, MN 55748-9628",Public,Member,5-8,20,NO,10002000000,Hill City,27001,Aitkin,2014-02-24,2022-09-19,271401004653,,SY2022-23,46.992807,-93.604912
10002003000,01,0002,003,0002-01-003,Hill City High,Hill City Senior High,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave, Hill City, MN 55748",Public,Member,9-12,32,NO,10002000000,Hill City,27001,Aitkin,2007-04-13,2022-09-19,271401000724,,SY2022-23,46.992807,-93.604912
10002006000,01,0002,006,0002-01-006,Hill City Pre-School ECFE,Hill City Pre-School ECFE,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave., Hill City, MN 55748",Public,Member,,84,NO,10002000000,Hill City,27001,Aitkin,2018-10-01,2022-09-19,2714010,http://www.isd002.org,SY2022-23,46.992807,-93.604912
10002007000,01,0002,007,0002-01-007,Hill City Pre-School,Hill City Pre-School,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave., Hill City, MN 55748",Public,Member,,85,NO,10002000000,Hill City,27001,Aitkin,2018-10-01,2022-09-19,2714010,http://www.isd002.org,SY2022-23,46.992807,-93.604912
10002008000,01,0002,008,0002-01-008,Hill City Early Student School,Hill City Early Student School,NULL,"500 Ione Ave, Hill City, MN 55748","500 Ione Ave., Hill City, MN 55748",Public,Member,,85,NO,10002000000,Hill City,27001,Aitkin,2018-10-01,2022-09-19,2714010,,SY2022-23,46.992807,-93.604912
10004000000,01,0004,000,0004-01,McGregor District Office,McGregor Public School District,McGregor,"148 S 2nd St, McGregor, MN 55760","148 S 2nd St, McGregor, MN 55760-1429",Public,Head,,,NO,10004000000,McGregor,27001,Aitkin,2007-08-15,2022-10-24,2719170,http://www.mcgregor.k12.mn.us/,SY2022-23,46.605684,-93.305184
10004010000,01,0004,010,0004-01-010,McGregor Elementary,McGregor Elementary,NULL,"148 S 2nd St, McGregor, MN 55760","148 S 2nd St, McGregor, MN 55760",Public,Member,EC-6,10,NO,10004000000,McGregor,27001,Aitkin,2007-04-13,2022-09-19,271917000903,http://www.mcgregor.k12.mn.us,SY2022-23,46.605684,-93.305184
10004030000,01,0004,030,0004-01-030,McGregor ALP,McGregor Area Learning Program,NULL,"25 S 2nd St, McGregor, MN 55760","25 S 2nd St, McGregor, MN 55760",Public,Member,8-12,42,NO,10004000000,McGregor,27001,Aitkin,2007-06-21,2022-09-19,271917003432,http://www.mcgregor.k12.mn.us,SY2022-23,46.606401,-93.306025
10004040000,01,0004,040,0004-01-040,McGregor High,McGregor Secondary,NULL,"148 S 2nd St, McGregor, MN 55760","148 S 2nd St, McGregor, MN 55760",Public,Member,7-12,33,NO,10004000000,McGregor,27001,Aitkin,2007-04-13,2022-09-19,271917000904,http://www.mcgregor.k12.mn.us,SY2022-23,46.605684,-93.305184
10004060000,01,0004,060,0004-01-060,McGregor ECFE,McGregor ECFE,NULL,"148 S 2nd St, McGregor, MN 55760","148 S 2nd Street, McGregor, MN 55760",Public,Member,,84,NO,10004000000,McGregor,27001,Aitkin,2018-10-01,2022-09-19,2719170,,SY2022-23,46.605684,-93.305184
10004070000,01,0004,070,0004-01-070,McGregor School Readiness,McGregor School Readiness,NULL,"148 S 2nd St, McGregor, MN 55760","148 S 2nd Street, McGregor, MN 55760",Public,Member,,85,NO,10004000000,McGregor,27001,Aitkin,2018-10-01,2022-09-19,2719170,,SY2022-23,46.605684,-93.305184
10011000000,01,0011,000,0011-01,Anoka-Hennepin District Office,Anoka-Hennepin Public School District,Anoka-Hennepin,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303-1698",Public,Head,,,NO,10011000000,Anoka-Hennepin,27003,Anoka,2012-09-12,2022-10-24,2703180,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011001000,01,0011,001,0011-01-001,Anoka High,Anoka High School,NULL,"3939 N 7th Ave, Anoka, MN 55303","3939 N 7th Ave, Anoka, MN 55303-1299",Public,Member,9-12,32,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-02-24,270318000096,https://www.ahschools.us/,SY2022-23,45.224225,-93.383376
10011002000,01,0011,002,0011-01-002,Coon Rapids High,Coon Rapids High School,NULL,"2340 Northdale Blvd, Coon Rapids, MN 55433","2340 Northdale Blvd, Coon Rapids, MN 55433-3097",Public,Member,9-12,32,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-11,270318000100,https://www.ahschools.us/,SY2022-23,45.182391,-93.326050
10011003000,01,0011,003,0011-01-003,Anoka Middle School for the Arts,Anoka Middle School for the Arts,NULL,"1523 5th Ave S, Anoka, MN 55303","1523 5th Ave S, Anoka, MN 55303-2799",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27003,Anoka,2013-02-05,2022-02-24,270318000117,https://www.ahschools.us/,SY2022-23,45.192583,-93.384120
10011004000,01,0011,004,0011-01-004,Coon Rapids Middle,Coon Rapids Middle School,NULL,"11600 Raven St NW, Coon Rapids, MN 55433","11600 Raven St NW, Coon Rapids, MN 55433-3096",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-11,270318000099,https://www.ahschools.us/,SY2022-23,45.180683,-93.323425
10011006000,01,0011,006,0011-01-006,Jackson Middle,Jackson Middle,NULL,"6000 109th Ave N, Champlin, MN 55316","6000 109th Ave N, Champlin, MN 55316-3499",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2022-03-11,270318000108,https://www.ahschools.us/,SY2022-23,45.152754,-93.351917
10011090000,01,0011,090,0011-01-090,Northdale Middle,Northdale Middle,NULL,"11301 Dogwood St NW, Coon Rapids, MN 55448","11301 Dogwood St NW, Coon Rapids, MN 55448-2408",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-05-06,270318000119,https://www.ahschools.us/,SY2022-23,45.175131,-93.271366
10011091000,01,0011,091,0011-01-091,Blaine High,Blaine High School,NULL,"12555 University Ave NE, Blaine, MN 55434","12555 University Ave NE, Blaine, MN 55434-2199",Public,Member,9-12,32,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-01,270318000097,https://www.ahschools.us/,SY2022-23,45.199576,-93.263558
10011094000,01,0011,094,0011-01-094,Andover High,Andover High School,NULL,"2115 Andover Blvd NW, Andover, MN 55304","2115 Andover Blvd NW, Andover, MN 55304-3407",Public,Member,9-12,32,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-02-22,270318003170,https://www.ahschools.us/,SY2022-23,45.239162,-93.319132
10011110000,01,0011,110,0011-01-110,Anoka Hennepin Regional High,Anoka-Hennepin Regional High School,NULL,"1313 Coon Rapids Blvd NW, Coon Rapids, MN 55433","1313 Coon Rapids Blvd NW, Coon Rapids, MN 55433-5362",Public,Member,9-12,41,NO,10011000000,Anoka-Hennepin,27003,Anoka,2015-07-21,2022-02-16,270318002029,https://www.ahschools.us/,SY2022-23,45.152903,-93.299411
10011111000,01,0011,111,0011-01-111,Anoka Hennepin Regional Night School,Anoka-Hennepin Regional Night School,NULL,"1313 Coon Rapids Blvd NW, Coon Rapids, MN 55433","1313 Coon Rapids Blvd NW, Coon Rapids, MN 55433-5362",Public,Member,9-12,41,NO,10011000000,Anoka-Hennepin,27003,Anoka,2015-07-21,2022-02-16,270318003057,https://www.ahschools.us/,SY2022-23,45.152903,-93.299411
10011192000,01,0011,192,0011-01-192,Champlin Park High,Champlin Park High School,NULL,"6025 109th Ave N, Champlin, MN 55316","6025 109th Ave N, Champlin, MN 55316-3488",Public,Member,9-12,32,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2022-03-11,270318000021,https://www.ahschools.us/,SY2022-23,45.150032,-93.354647
10011193000,01,0011,193,0011-01-193,Oak View Middle,Oak View Middle,NULL,"15400 Hanson Blvd, Andover, MN 55304","15400 Hanson Blvd, Andover, MN 55304-2648",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-05-13,270318002501,https://www.ahschools.us/,SY2022-23,45.250794,-93.308264
10011195000,01,0011,195,0011-01-195,Roosevelt Middle,Roosevelt Middle,NULL,"650 125th Ave NE, Blaine, MN 55434","650 125th Ave NE, Blaine, MN 55434-3199",Public,Member,6-8,20,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-06-02,270318000122,https://www.ahschools.us/,SY2022-23,45.196036,-93.252469
10011198000,01,0011,198,0011-01-198,Secondary Technical Education Program S.T.E.P.,Secondary Technical Education Program S.T.E.P.,NULL,"1353 W Highway 10, Anoka, MN 55303","1353 W Hwy 10, Anoka, MN 55303-1564",Public,Member,10-12,60,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-10-19,2022-09-12,270318003171,https://www.ahschools.us/,SY2022-23,45.216090,-93.415062
10011400000,01,0011,400,0011-01-400,Adams Elementary,Adams Elementary,NULL,"8989 Sycamore St NW, Coon Rapids, MN 55433","8989 Sycamore St NW, Coon Rapids, MN 55433-5799",Public,Member,EC-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-02-16,270318000095,https://www.ahschools.us/,SY2022-23,45.133415,-93.290874
10011402000,01,0011,402,0011-01-402,Crooked Lake Elementary,Crooked Lake Elementary,NULL,"2939 Bunker Lake Blvd, Andover, MN 55304","2939 Bunker Lake Blvd NW, Andover, MN 55304-3898",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-14,270318000101,https://www.ahschools.us/,SY2022-23,45.220575,-93.340581
10011403000,01,0011,403,0011-01-403,Franklin Elementary,Franklin Elementary,NULL,"215 W Main St, Anoka, MN 55303","215 W Main St, Anoka, MN 55303-2089",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-09-19,270318000105,https://www.ahschools.us/,SY2022-23,45.200742,-93.394421
10011404000,01,0011,404,0011-01-404,Hamilton Elementary,Hamilton Elementary,NULL,"1374 111Th Ave NW, Coon Rapids, MN 55433","1374 111th Ave NW, Coon Rapids, MN 55433-4299",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-02-14,270318000106,https://www.ahschools.us/,SY2022-23,45.170452,-93.301470
10011405000,01,0011,405,0011-01-405,Hoover Elementary,"Hoover Elementary - Biomedical, Health Sciences and Engineering",NULL,"2369 109th Ave NW, Coon Rapids, MN 55433","2369 109th Ave NW, Coon Rapids, MN 55433-4194",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-04,270318000107,https://www.ahschools.us/,SY2022-23,45.169377,-93.327168
10011406000,01,0011,406,0011-01-406,Jefferson Elementary,Jefferson Elementary,NULL,"11331 Jefferson St NE, Blaine, MN 55434","11331 Jefferson St NE, Blaine, MN 55434-1899",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-05,270318000110,https://www.ahschools.us/,SY2022-23,45.176840,-93.254490
10011407000,01,0011,407,0011-01-407,Johnsville Elementary,Johnsville Elementary,NULL,"991 125th Ave NE, Blaine, MN 55434","991 125th Ave NE, Blaine, MN 55434-3198",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-01,270318000111,https://www.ahschools.us/,SY2022-23,45.198119,-93.244756
10011408000,01,0011,408,0011-01-408,Lincoln Elementary,Lincoln Elementary School for the Arts,NULL,"540 South St, Anoka, MN 55303","540 S St, Anoka, MN 55303-5208",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-20,270318000112,https://www.ahschools.us/,SY2022-23,45.190014,-93.381994
10011410000,01,0011,410,0011-01-410,Madison Elementary,Madison Elementary,NULL,"650 Territorial Rd NE, Blaine, MN 55434","650 Territorial Rd NE, Blaine, MN 55434-2699",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-25,270318000113,https://www.ahschools.us/,SY2022-23,45.160139,-93.253916
10011411000,01,0011,411,0011-01-411,McKinley Elementary,McKinley Elementary,NULL,"1740 Constance Blvd NE, Ham Lake, MN 55304","1740 Constance Blvd NE, Ham Lake, MN 55304-5697",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-27,270318000114,https://www.ahschools.us/,SY2022-23,45.265107,-93.225713
10011412000,01,0011,412,0011-01-412,Mississippi Elementary,Mississippi Elementary,NULL,"10620 Direct River Dr, Coon Rapids, MN 55433","10620 Direct River Dr, Coon Rapids, MN 55433-3800",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-29,270318000115,https://www.ahschools.us/,SY2022-23,45.164751,-93.340739
10011413000,01,0011,413,0011-01-413,Monroe Elementary,"Monroe Elementary School - Mathematics, Science and Children's Engineering",NULL,"901 Brookdale Dr N, Brooklyn Park, MN 55444","901 Brookdale Dr N, Brooklyn Park, MN 55444-2199",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2022-04-29,270318000116,https://www.ahschools.us/,SY2022-23,45.093846,-93.293089
10011414000,01,0011,414,0011-01-414,Morris Bye Elementary,Morris Bye Elementary,NULL,"11931 Crooked Lake Blvd, Coon Rapids, MN 55433","11931 Crooked Lake Blvd, Coon Rapids, MN 55433-1799",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-04-29,270318000118,https://www.ahschools.us/,SY2022-23,45.187613,-93.336930
10011417000,01,0011,417,0011-01-417,Sand Creek Elementary,Sand Creek Elementary,NULL,"12156 Olive St NW, Coon Rapids, MN 55448","12156 Olive St NW, Coon Rapids, MN 55448-2148",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-06-14,270318000123,https://www.ahschools.us/,SY2022-23,45.190619,-93.287271
10011418000,01,0011,418,0011-01-418,University Elementary,"University Avenue Elementary - Aerospace, Children's Engineering and Science",NULL,"9901 University Ave NE, Blaine, MN 55434","9901 University Ave NE, Blaine, MN 55434-8050",Public,Member,EC-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2011-01-25,2022-09-19,270318000126,https://www.ahschools.us/,SY2022-23,45.151048,-93.265382
10011420000,01,0011,420,0011-01-420,Wilson Elementary,Wilson Elementary,NULL,"1025 Sunny Ln, Anoka, MN 55303","1025 Sunny Ln N, Anoka, MN 55303-1495",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-08-16,270318000128,https://www.ahschools.us/,SY2022-23,45.217260,-93.369645
10011421000,01,0011,421,0011-01-421,Evergreen Park Elementary,Evergreen Park Elementary - STEM School of Innovation,NULL,"7020 Dupont Ave N, Brooklyn Center, MN 55430","7020 Dupont Ave N, Brooklyn Center, MN 55430-1299",Public,Member,EC-5,10,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2022-03-16,270318000104,https://www.ahschools.us/,SY2022-23,45.082488,-93.294160
10011422000,01,0011,422,0011-01-422,Eisenhower Elementary,Eisenhower Elementary,NULL,"151 Northdale Blvd, Coon Rapids, MN 55448","151 Northdale Blvd, Coon Rapids, MN 55448-3359",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-03-16,270318000103,https://www.ahschools.us/,SY2022-23,45.172234,-93.268788
10011423000,01,0011,423,0011-01-423,Ramsey Elementary,Ramsey Elementary,NULL,"15100 Nowthen Blvd, Anoka, MN 55303","15100 Nowthen Blvd, Ramsey, MN 55303-6196",Public,Member,1-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2015-02-13,2022-06-01,270318000120,https://www.ahschools.us/,SY2022-23,45.242798,-93.413466
10011424000,01,0011,424,0011-01-424,Dayton Elementary,Dayton Elementary,NULL,"12000 S Diamond Lake Rd, Dayton, MN 55327","12000 S Diamond Lake Rd, Dayton, MN 55327-9652",Public,Member,1-5,10,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2021-11-23,270318000102,https://www.ahschools.us/,SY2022-23,45.199674,-93.433474
10011425000,01,0011,425,0011-01-425,Oxbow Creek Elementary,Oxbow Creek Elementary,NULL,"6505 109th Ave N, Champlin, MN 55316","6505 109th Ave N, Champlin, MN 55316-3471",Public,Member,1-5,10,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2007-04-13,2022-05-18,270318002193,https://www.ahschools.us/,SY2022-23,45.150959,-93.364715
10011426000,01,0011,426,0011-01-426,Andover Elementary,Andover Elementary,NULL,"14950 Hanson Blvd NW, Andover, MN 55304","14950 Hanson Blvd NW, Andover, MN 55304-3455",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-02-22,270318002203,https://www.ahschools.us/,SY2022-23,45.242076,-93.308861
10011427000,01,0011,427,0011-01-427,Rum River Elementary,Rum River Elementary,NULL,"16950 Verdin St NW, Andover, MN 55304","16950 Verdin St NW, Andover, MN 55304-2027",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-04-13,2022-06-02,270318003058,https://www.ahschools.us/,SY2022-23,45.278311,-93.328450
10011430000,01,0011,430,0011-01-430,Champlin/Brooklyn Park Academy,Champlin/Brooklyn Park Academy for Math and Environmental Science,NULL,"6100 109th Ave N, Champlin, MN 55316","6100 109th Ave N, Champlin, MN 55316-3440",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27053,Hennepin,2010-05-03,2022-03-11,270318004406,https://www.ahschools.us/,SY2022-23,45.153621,-93.356363
10011431000,01,0011,431,0011-01-431,Sunrise Elementary,Sunrise Elementary,NULL,"12576 Lever St NE, Blaine, MN 55449","12576 Lever St NE, Blaine, MN 55449",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2018-10-01,2021-09-27,270318005272,http://ahschools.us,SY2022-23,45.197944,-93.154649
10011432000,01,0011,432,0011-01-432,Brookside Elementary,Brookside Elementary,NULL,"17003 Nowthen Blvd NW, Ramsey, MN 55303","17003 Nowthen Blvd NW, Ramsey, MN 55303",Public,Member,KG-5,10,NO,10011000000,Anoka-Hennepin,27003,Anoka,2018-10-01,2021-09-27,270318005266,http://ahschools.us,SY2022-23,45.279077,-93.437645
10011433000,01,0011,433,0011-01-433,Elementary Virtual School,Elementary Virtual School,NULL,"215 W Main St, Anoka, MN 55303","215 W Main St, Anoka, MN 55303",Public,Member,KG-5,46,NO,10011000000,Anoka-Hennepin,27003,Anoka,2021-07-08,2021-07-08,270318005326,https://www.ahschools.us,SY2022-23,45.200742,-93.394421
10011434000,01,0011,434,0011-01-434,Anoka-Hennepin Technical High,Anoka-Hennepin Technical High School,NULL,"1355 W Highway 10, Anoka, MN 55303","1355 Hwy 10, Anoka, MN 55303",Public,Member,9-12,41,NO,10011000000,Anoka-Hennepin,27003,Anoka,2015-07-21,2022-02-24,270318002629,https://www.ahschools.us/,SY2022-23,45.216597,-93.416549
10011436000,01,0011,436,0011-01-436,Bridges,Bridges,NULL,"13735 Round Lake Blvd NW, Andover, MN 55304","13735 Round Lake Blvd NW, Andover, MN 55304-3650",Public,Member,12,50,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-06-26,2022-03-01,270318002630,https://www.ahschools.us/,SY2022-23,45.220526,-93.355755
10011437000,01,0011,437,0011-01-437,Early Childhood/Special Education,Early Childhood/Special Education,NULL,"1902 2nd Ave, Anoka, MN 55303","1902 2nd Ave, Anoka, MN 55303",Public,Member,EC,50,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-06-01,2022-03-15,270318002168,https://www.ahschools.us/,SY2022-23,45.197122,-93.388674
10011438000,01,0011,438,0011-01-438,Teen Pregnancy,Anoka-Hennepin Specialty Program,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 Ferry St N, Anoka, MN 55303-1687",Public,Member,6-12,41,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-06-26,2022-09-19,270318002503,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011464000,01,0011,464,0011-01-464,Anthony Louis House,Anthony Louis House,see http://www.anthonylouiscenter.com/blaine/,"1000 Paul Parkway NE, Blaine, MN 55434","1000 Paul Parkway NE, Blaine, MN 55434-3912",Public,Member,3-12,74,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-10-19,2022-03-08,270318000002,https://www.ahschools.us/,SY2022-23,45.192523,-93.245205
10011467000,01,0011,467,0011-01-467,River Trail Learning Center at LO Jacob,River Trail Learning Center at LO Jacob,NULL,"1700 Coon Rapids Blvd, Coon Rapids, MN 55433","1700 Coon Rapids Blvd NW, Coon Rapids, MN 55433",Public,Member,KG-12,50,NO,10011000000,Anoka-Hennepin,27003,Anoka,2010-05-03,2022-09-19,270318000005,https://www.ahschools.us/,SY2022-23,45.155284,-93.309848
10011468000,01,0011,468,0011-01-468,Pathways,Pathways,NULL,"11238 Crooked Lk Blvd, Coon Rapids, MN 55433","11238 Crooked Lk Blvd, Coon Rapids, MN 55433",Public,Member,12,50,NO,10011000000,Anoka-Hennepin,27003,Anoka,2015-07-21,2022-05-23,270318000006,https://www.ahschools.us/,SY2022-23,45.174151,-93.339545
10011665000,01,0011,665,0011-01-665,Anoka Family Place at the ESC,Anoka Family Place at the ESC,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303",Public,Member,,85,NO,10011000000,Anoka-Hennepin,27003,Anoka,2018-10-01,2022-09-19,2703180,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011680000,01,0011,680,0011-01-680,Compass Online,Compass Online,NULL,"1374 Northdale Blvd, Coon Rapids, MN 55448","1374 Northdale Blvd, Coon Rapids, MN 55448-3143",Public,Member,9-12,46,NO,10011000000,Anoka-Hennepin,27003,Anoka,2010-08-10,2022-03-11,270318003665,https://www.ahschools.us/,SY2022-23,45.181524,-93.301304
10011700000,01,0011,700,0011-01-700,Anoka Family Place at the ESC-ECFE,Anoka Family Place at the ESC-ECFE,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303",Public,Member,,84,NO,10011000000,Anoka-Hennepin,27003,Anoka,2018-10-01,2022-09-19,2703180,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011808000,01,0011,808,0011-01-808,Anoka Elem TS,Anoka Elementary Targeted Services,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303-1650",Public,Member,KG-5,45,NO,10011000000,Anoka-Hennepin,27003,Anoka,2014-10-01,2022-09-19,270318002970,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011809000,01,0011,809,0011-01-809,Anoka Secondary TS,Anoka Secondary Targeted Services,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303-1650",Public,Member,6-8,45,NO,10011000000,Anoka-Hennepin,27003,Anoka,2014-10-01,2022-09-19,270318002971,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011810000,01,0011,810,0011-01-810,Anoka ESY,Anoka Extended School Year,NULL,"2727 N Ferry St, Anoka, MN 55303","2727 N Ferry St, Anoka, MN 55303-1698",Public,Member,KG-12,51,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-06-26,2022-09-19,2703180,https://www.ahschools.us/,SY2022-23,45.209011,-93.391330
10011812000,01,0011,812,0011-01-812,Compass-Bell Center,Compass-Bell Center,NULL,"1374 Northdale Blvd, Coon Rapids, MN 55448","1374 Northdale Blvd, Coon Rapids, MN 55448-3143",Public,Member,6-12,41,NO,10011000000,Anoka-Hennepin,27003,Anoka,2007-10-04,2022-03-11,270318002974,https://www.ahschools.us/,SY2022-23,45.181524,-93.301304
